713558005	Single photon emission computed tomography using gallium 67 with computed tomography of abdomen (procedure)	SPECT med gallium 67 med datortomografi av buken
713557000	Single photon emission computed tomography with computed tomography of neck using indium (111-In) radiolabeled octreotide (procedure)	SPECT med ^111^In-märkt oktreotid med datortomografi av nacken
713555008	Computed tomography of knee for patellofemoral maltracking (procedure)	datortomografi av knä för patellofemoral maltracking
713554007	Ultrasonography of tube device with contrast (procedure)	ultraljudsundersökning av rör med kontrast
713553001	Single photon emission computed tomography using gallium 67 with computed tomography of thorax (procedure)	SPECT med gallium 67 med datortomografi av bröstkorgen
713552006	Single photon emission computed tomography using iodine 123 meta-iodobenzylguanidine with computed tomography of abdomen (procedure)	SPECT med ^123^I-metajodbensylguanidin med datortomografi av buken
713548006	Low dose computed tomography of thorax (procedure)	lågdosdatortomografi av bröstkorgen
713547001	Fluoroscopic angioplasty of peroneal artery (procedure)	angioplastik av arteria fibularis under röntgengenomlysning
713495007	Ultrasonography of spleen with contrast (procedure)	ultraljudsundersökning av mjälten med kontrast
713219004	Ultrasonography of pelvis and lower extremity (procedure)	ultraljudsundersökning av bäcken och nedre extremitet
713216006	Drainage of upper limb using ultrasonographic guidance (procedure)	ultraljudsväglett dränage av arm
713208002	Doppler ultrasonography of superior vena cava (procedure)	dopplerultraljudsundersökning av vena cava superior
713206003	Magnetic resonance imaging myelography (procedure)	MR-myelografi
713077000	Removal of automatic cardiac defibrillator using fluoroscopic guidance (procedure)	avlägsnande av defibrillator under röntgengenomlysning
713047006	Endoscopic insertion of duodenal stent using fluoroscopic guidance (procedure)	endoskopisk inläggning av duodenalstent under röntgengenomlysning
713044004	Removal of cardiac pacemaker using fluoroscopic guidance (procedure)	avlägsnande av pacemaker under röntgengenomlysning
713041007	Insertion of vagal nerve stimulator using fluoroscopic guidance (procedure)	insättning av vagal nervstimulator under röntgengenomlysning
713028008	Plain X-ray of scapula (procedure)	slätröntgen av skulderblad
713027003	Plain x-ray of hand (procedure)	slätröntgen av hand
713026007	Plain x-ray of humerus (procedure)	slätröntgen av humerus
713025006	Plain x-ray of elbow (procedure)	slätröntgen av armbågesregion
713024005	Plain x-ray of wrist (procedure)	slätröntgen av handled
713023004	Plain x-ray of upper limb (procedure)	slätröntgen av arm
713021002	Plain radiography of pelvis (procedure)	slätröntgen av bäckenet
713016000	Computed tomography angiography of vascular structure of lumbar spine (procedure)	DT-angiografi av kärlstruktur i ländryggraden
713015001	Computed tomography angiography of vascular structure of limb (procedure)	DT-angiografi av kärlstruktur i extremitet
712990004	Doppler ultrasonography of breast (procedure)	dopplerultraljudsundersökning av bröst
712975003	Fluoroscopic angiography of artery of abdomen (procedure)	angiografi av bukartär under röntgengenomlysning
712974004	Fluoroscopic angiography of chest and abdomen (procedure)	angiografi av bröstkorg och buk under röntgengenomlysning
712973005	Fluoroscopic angiography of head and neck (procedure)	angiografi av huvud och hals under röntgengenomlysning
712972000	Doppler ultrasonography of artery of penis (procedure)	dopplerultraljudsundersökning av penisartär
712970008	X-ray of cervical spine (procedure)	röntgenundersökning av halsryggraden
712876003	Magnetic resonance imaging of upper limb with contrast (procedure)	magnetresonanstomografi av arm med kontrast
712874000	Computed tomography of sinus of abdomen and pelvis with contrast (procedure)	datortomografi av buk- och bäckensinus med kontrast
712873006	Magnetic resonance arthrography of wrist with contrast (procedure)	MR-artrografi av handled med kontrast
712868000	Puncture and aspiration of abdomen using ultrasonographic guidance (procedure)	ultraljudsvägledd punktion och aspiration av buken
712856009	Computed tomography of sacrum and coccyx with contrast (procedure)	datortomografi av sakrum och koccyx med kontrast
712855008	Computed tomography of head, cervical and thoracic spine (procedure)	datortomografi av huvud, hals- och bröstryggrad
712848006	Magnetic resonance imaging of urinary tract with contrast (procedure)	magnetresonanstomografi av urinvägarna med kontrast
712816007	Computed tomography of abdominal wall (procedure)	datortomografi av bukväggen
712813004	Computed tomography angiography of vascular structure of thoracic spine (procedure)	DT-angiografi av kärlstruktur i bröstryggraden
712810001	Computed tomography of lower limb for bone length measurement (procedure)	datortomografi av nedre extremitet för mätning av skelettbenslängd
712809006	Computed tomography angiography of lower limb (procedure)	DT-angiografi av nedre extremitet
712792002	Computed tomography of pelvis and hip (procedure)	datortomografi av bäcken och höft
712749007	Magnetic resonance arthrography of elbow with contrast (procedure)	MR-artrografi av armbåge med kontrast
712738001	Computed tomography of scapula with contrast (procedure)	datortomografi av skulderblad med kontrast
712732000	Biopsy of scapula using computed tomography guidance (procedure)	DT-vägledd biopsi från skulderblad
712729003	Computed tomography of scaphoid (procedure)	datortomografi av os scaphoideum
712727001	Computed tomography of head and cervical spine with contrast (procedure)	datortomografi av huvud och halsryggrad med kontrast
712639003	Hook wire localization of lesion of breast using imaging guidance (procedure)	trådlokalisering av bröstlesion under bilddiagnostisk vägledning
712541008	Computed tomography of nasal bone with contrast (procedure)	datortomografi av näsbenet med kontrast
712540009	Magnetic resonance imaging of lumbar plexus with contrast (procedure)	magnetresonanstomografi av lumbalplexus med kontrast
712539007	Radiofrequency ablation of cyst of liver using fluoroscopic guidance (procedure)	radiofrekvensablation av levercysta under röntgengenomlysning
712538004	Radiofrequency ablation of renal cyst using fluoroscopic guidance (procedure)	radiofrekvensablation av njurcysta under röntgengenomlysning
712536000	Biopsy of limb using ultrasound guidance (procedure)	ultraljudsvägledd biopsi från extremitet
712532003	Doppler ultrasonography of iliac vein (procedure)	dopplerultraljudsundersökning av vena iliaca
712470002	Endoscopic retrograde cholangiopancreatography using fluoroscopic guidance (procedure)	endoskopisk retrograd kolangiopankreatografi under genomlysning
711612008	Magnetic resonance imaging of humerus with contrast (procedure)	magnetresonanstomografi av humerus med kontrast
711581003	Fluoroscopic percutaneous angiography of heart for congenital anomaly (procedure)	perkutan angiografi av hjärtat vid medfödd anomali under röntgengenomlysning
711555002	X-ray of rib (procedure)	röntgen av revben
711554003	Doppler ultrasonography of pelvic vascular structure (procedure)	dopplerultraljudsundersökning av venös struktur i bäckenet
711551006	Computed tomography of sacrococcygeal region of spine (procedure)	datortomografi av ryggradens sakrokoccygeala region
711550007	Fluoroscopic lymphangiogram (procedure)	lymfangiogram under röntgengenomlysning
711549007	Injection of anesthetic agent into facet joint using fluoroscopic guidance (procedure)	injektion av anestetika i fasettled under röntgengenomlysning
711548004	Insertion of gold seed marker using ultrasonographic guidance (procedure)	insättande av guldmarkör under ultraljudsvägsledning
711547009	Ultrasonography of genital labium (procedure)	ultraljudsundersökning av blygdläpp
711540006	Magnetic resonance imaging of breast for screening (procedure)	magnetresonanstomografi av bröstkorgen för screening
711508007	Percutaneous fine needle aspiration biopsy of breast using imaging guidance (procedure)	perkutan finnålsbiopsi från bröst under bilddiagnostisk vägledning
711507002	Doppler transesophageal echocardiography (procedure)	transesofageal dopplerekokardiografi
711504009	Doppler ultrasonography of transjugular intrahepatic portosystemic shunt stent (procedure)	dopplerultraljudsundersökning av stent i transjugulär intrahepatisk portosystemisk shunt
711503003	Removal of foreign body from upper limb using imaging guidance (procedure)	avlägsnande av främmande kropp från övre extremitet under bilddiagnostisk vägledning
711502008	Removal of foreign body from lower limb using imaging guidance (procedure)	avlägsnande av främmande kropp från nedre extremitet under bilddiagnostisk vägledning
711501001	Removal of foreign body from head and neck using imaging guidance (procedure)	avlägsnande av främmande kropp från huvud och hals under bilddiagnostisk vägledning
711500000	Doppler ultrasonography of vascular structure of lower limb (procedure)	dopplerultraljudsundersökning av kärlstruktur i nedre extremitet
711498001	Magnetic resonance angiography of vascular structure of chest with contrast (procedure)	magnetresonansangiografi av kärlstruktur i bröstkorgen med kontrast
711492000	Retrograde cystogram and replacement of ureteric stent using fluoroscopic guidance (procedure)	retrograd cystogramundersökning och byte av uretärstent under röntgengenomlysning
711491007	Angiography of endovascular shunt (procedure)	angiografi av endovaskulär shunt
711490008	Doppler fetal echocardiography (procedure)	dopplerekokardiografi av foster
711488007	X-ray of shunt (procedure)	röntgen av shunt
711486006	Shunt procedure using fluoroscopic guidance (procedure)	shuntprocedur under röntgengenomlysning
711485005	Injection of vertebral column using ultrasonographic guidance (procedure)	ultraljudsvägledd injektion i kotpelaren
711484009	Magnetic resonance imaging of tibia and fibula with contrast (procedure)	magnetresonanstomografi av tibia och fibula med kontrast
711430006	Drainage of vertebral column using computed tomography guidance (procedure)	DT-väglett dränage av kotpelaren
711427004	Ultrasonography of central venous catheter (procedure)	ultraljudsundersökning av central venkateter
711426008	Localization of lesion of breast and axilla using ultrasonographic guidance (procedure)	ultraljudsvägledd lokalisering av lesion i bröst och axill
711425007	Computed tomography of sinus of abdomen and pelvis (procedure)	datortomografi av buk- och bäckensinus
711424006	Cholecystostomy using ultrasonographic guidance (procedure)	ultraljudsvägledd kolecystostomi
711423000	Doppler ultrasonography of vascular graft (procedure)	dopplerultraljudsundersökning av kärlgraft
711422005	Intravenous pyelogram using X-ray guidance (procedure)	intravenöst pyelogram under röntgenvägledning
711421003	Fluoroscopic contrast enema (procedure)	kontrastlavemang under röntgengenomlysning
711419008	Nasogastric tube procedure using fluoroscopic guidance (procedure)	procedur med nasogastrisk sond under röntgengenomlysning
711418000	Fluoroscopic angiography of arteriovenous graft (procedure)	angiografi av arteriovenöst graft under röntgengenomlysning
711417005	Doppler ultrasonography of blood vessel of organ transplant (procedure)	dopplerultraljudsundersökning av blodkärl i organtransplantat
711415002	Video assisted thoracoscopy for major lung resection (procedure)	videoassisterad torakoskopi vid större lungresektion
711371001	Gated computed tomography for cardiac function with contrast (procedure)	gated datortomografi av hjärtfunktion med kontrast
711367004	Biopsy of rib using computed tomography guidance (procedure)	DT-vägledd revbensbiopsi
711363000	Fluoroscopic angioplasty of renal artery and insertion of stent (procedure)	angioplastik av njurartär och insättning av stent under röntgengenomlysning
711356000	Fluoroscopic hypotonic duodenography (procedure)	hypoton duodenografi under röntgengenomlysning
711355001	Fluoroscopic cholangiogram (procedure)	fluoroskopiskt kolangiogram
711354002	Doppler ultrasonography of vascular structure of upper limb (procedure)	dopplerultraljudsundersökning av kärlstruktur i övre extremitet
711353008	Doppler ultrasonography of artery of thorax (procedure)	dopplerultraljudsundersökning av artär i bröstkorgen
711352003	Puncture of cyst of kidney using computed tomography guidance (procedure)	DT-vägledd punktion av njurcysta
711333009	Fluoroscopic dacryocystography with contrast (procedure)	dakryocystografi under röntgengenomlysning med kontrast
711314004	Ultrasonography of soft tissues of back (procedure)	ultraljudsundersökning av mjukvävnader i ryggen
711313005	Magnetic resonance imaging of sacrococcygeal region of spine with contrast (procedure)	magnetresonanstomografi av sakrokoccygealregionen med kontrast
711312000	Magnetic resonance imaging of sacrococcygeal region of spine (procedure)	magnetresonanstomografi av sakrokoccygealregionen
711311007	Computed tomography of sinus of pelvis (procedure)	datortomografi av bäckensinus
711310008	Computed tomography of sinus of abdomen with contrast (procedure)	datortomografi av buksinus med kontrast
711309003	Computed tomography of sinus of abdomen (procedure)	datortomografi av buksinus
711308006	Puncture of cyst of kidney using ultrasonographic guidance (procedure)	ultraljudsvägledd punktion av njurcysta
711307001	Colonoscopy using X-ray guidance (procedure)	röntgenvägledd koloskopi
711306005	Ultrasonography of body cavity structure (procedure)	ultraljudsundersökning av struktur i kroppshåla
711304008	Magnetic resonance imaging proctography (procedure)	proktografi med magnetresonanstomografi
711280003	Gastrojejunostomy tube procedure using fluoroscopic guidance (procedure)	åtgärd avseende gastrojejunostomikateter under röntgengenomlysning
711279001	Doppler ultrasonography of vascular structure of intestine (procedure)	dopplerultraljudsundersökning av kärlsstruktur i tarm
711278009	Computed tomography of head, neck, thorax and abdomen (procedure)	datortomografi av huvud, hals, bröstkorg och buk
711274006	Magnetic resonance angiography of vascular structure of lower limb (procedure)	magnetresonansangiografi av kärlstruktur i nedre extremitet
711273000	Magnetic resonance angiography of abdominal vascular structure with contrast (procedure)	magnetresonansangiografi av kärlstruktur i buken med kontrast
711271003	Lumbar puncture using computed tomography guidance (procedure)	DT-vägledd lumbalpunktion
711269003	Fluoroscopic splenoportography (procedure)	splenoportografi under röntgengenomlysning
711232001	Computed tomography of head with contrast (procedure)	datortomografi av huvudet med kontrast
711231008	Doppler ultrasonography of venous structure of limb (procedure)	dopplerultraljudsundersökning av kärlstruktur i extremitet
711227002	Computed tomography cystography (procedure)	cystografi med datortomografi
711226006	Biopsy of bone using X-ray guidance (procedure)	benbiopsi under röntgenvägledning
711225005	Injection using X-ray guidance (procedure)	röntgenvägledd injektion
711224009	Computed tomography of lumbosacral spine (procedure)	datortomografi av lumbosakrala ryggraden
711223003	Doppler ultrasonography of vascular structure of neck (procedure)	dopplerultraljudsundersökning av kärlstruktur i halsen
711222008	Fluoroscopic angioplasty of artery of limb (procedure)	angioplastik av extremitetsartär under röntgengenomlysning
711221001	Fluoroscopic angioplasty of iliac artery and insertion of stent (procedure)	angioplastik av arteria iliaca och insättning av stent under röntgengenomlysning
711220000	X-ray of limb (procedure)	röntgen av extremitet
711217008	Puncture of cervical subarachnoid space using fluoroscopic guidance (procedure)	punktion av cervikala subaraknoidalrummet under röntgengenomlysning
711210005	Cholecystostomy using computed tomography guidance (procedure)	DT-vägledd kolecystostomi
711209000	Insertion of stent into intracranial vascular structure using fluoroscopic guidance (procedure)	insättning av stent i intrakraniell kärlstruktur under röntgengenomlysning
711208008	Needle localization of lesion of breast using ultrasonographic guidance (procedure)	ultraljudsvägledd nållokalisering av lesion i bröst
711207003	Puncture of cyst using fluoroscopic guidance (procedure)	punktion av cysta under röntgengenomlysning
711187006	Magnetic resonance imaging of head and spine with contrast (procedure)	magnetresonanstomografi av huvud och ryggrad med kontrast
711186002	Magnetic resonance imaging of head and cervical spine with contrast (procedure)	magnetresonanstomografi av huvud och halsryggrad med kontrast
711185003	Magnetic resonance imaging of head and spine (procedure)	magnetresonanstomografi av huvud och ryggrad
711184004	Magnetic resonance imaging of head and cervical spine (procedure)	magnetresonanstomografi av huvud och halsryggrad
711183005	Intrathecal injection using fluoroscopic guidance with contrast (procedure)	intratekal injektion med kontrast under röntgengenomlysning
711182000	Aspiration of lower limb using ultrasonographic guidance (procedure)	ultraljudsvägledd aspiration från nedre extremitet
711181007	Aspiration of upper limb using ultrasonographic guidance (procedure)	ultraljudsvägledd aspiration från övre extremitet
711104001	X-ray of cervical and thoracic spine (procedure)	röntgen av halsryggrad och bröstryggrad
710797004	Intramedullary nailing of fracture of bone using fluoroscopic guidance (procedure)	intramedullär spikning av skelettfraktur under röntgengenomlysning
710796008	Aspiration of cyst of kidney using fluoroscopic guidance (procedure)	aspiration i njurcysta under röntgengenomlysning
710794006	Computed tomography of feeding tube (procedure)	DT av näringssond
710792005	Puncture and aspiration using fluoroscopic guidance (procedure)	punktion och aspiration under röntgengenomlysning
710791003	Puncture and aspiration using computed tomography guidance (procedure)	DT-vägledd punktion och aspiration
710790002	Puncture and aspiration using ultrasonographic guidance (procedure)	ultraljudsvägledd punktion och aspiration
710579009	Intubation of small bowel using fluoroscopic guidance (procedure)	intubering av tunntarmen under röntgengenomlysning
710578001	Aspiration of joint using fluoroscopic guidance (procedure)	aspiration i led under röntgengenomlysning
710344008	Doppler ultrasonography of vascular structure of limb (procedure)	dopplerultraljudsundersökning av kärlstruktur i extremitet
710343002	Doppler ultrasonography of artery of limb (procedure)	dopplerultraljudsundersökning av artär i extremitet
710342007	Doppler ultrasonography of vein of abdomen (procedure)	dopplerultraljudsundersökning av bukven
710341000	Doppler ultrasonography of vascular structure of abdomen (procedure)	dopplerultraljudsundersökning av kärlstruktur i buken
710340004	Ultrasonography of limb (procedure)	ultraljudsundersökning av extremitet
710339001	Fluoroscopic angiography of chest (procedure)	fluoroskopisk angiografi av bröstkorgen
710338009	Fluoroscopic angiography of limb (procedure)	angiografi av extremitet under röntgengenomlysning
710317003	Fluoroscopic angiography of head (procedure)	angiografi av huvudet
710316007	Ultrasonography of cervix uteri (procedure)	ultraljudsundersökning av livmoderhalsen
710313004	Radionuclide scan of peritoneal cavity (procedure)	skintigrafi av peritonealhålan
710312009	Radionuclide imaging of perfusion of liver using technetium (99m-Tc) aggregated albumin (procedure)	skintigrafi av leverperfusion med användning av teknetium-(^99m^Tc)-märkt aggregerat albumin
710310001	Fluoroscopic angiography of brachial artery (procedure)	angiografi av brakialartär
710308003	Fluoroscopic angiography of neck (procedure)	fluoroskopisk angiografi av halsen
710307008	Biopsy of limb using computed tomography guidance (procedure)	DT-vägledd biopsi av extremitet
710306004	Doppler ultrasonography of venous structure (procedure)	dopplerultraljudsundersökning av ven
710305000	Computed tomography angiography of pelvis and lower limb with contrast (procedure)	DT-angiografi av bäcken och nedre extremitet med kontrast
710304001	Computed tomography angiography of pelvis and lower limb (procedure)	DT-angiografi av bäcken och nedre extremitet
710303007	Ultrasonography of shunt device (procedure)	ultraljudsundersökning av shunt
710302002	Radionuclide scan of joint of lower limb (procedure)	skintigrafi av led i nedre extremitet
710301009	Computed tomography arthrography of joint of upper limb (procedure)	DT-artrografi av led i övre extremitet
710300005	Computed tomography arthrography of joint of lower limb (procedure)	DT-artrografi av led i nedre extremitet
710299002	Fluoroscopic fistulography of limb (procedure)	fistulografi av extremitet under röntgengenomlysning
710294007	Urodynamic study using fluoroscopic guidance (procedure)	urodynamisk undersökning under röntgengenomlysning
710293001	Colonoscopy using fluoroscopic guidance (procedure)	koloskopi under röntgengenomlysning
710291004	Endoscopy using fluoroscopic guidance (procedure)	endoskopi under röntgengenomlysning
710289007	Repair of bone using fluoroscopic guidance (procedure)	osteoplastik under röntgengenomlysning
710288004	Sigmoidoscopy using fluoroscopic guidance (procedure)	sigmoidoskopi under röntgengenomlysning
710286000	Embolization of artery of head and/or neck using fluoroscopic guidance (procedure)	embolisering av artär i huvud och hals under röntgengenomlysning
710285001	Transarterial chemoembolization using fluoroscopic guidance (procedure)	transarteriell kemoembolisering under röntgengenomlysning
710241003	Removal of foreign body using ultrasonographic guidance (procedure)	ultraljudsväglett avlägsnande av främmande kropp
710240002	Aspiration of head and neck using ultrasonographic guidance (procedure)	ultraljudsvägledd aspiration i huvud och hals
710210004	Ultrasonography of fistula (procedure)	ultraljudsundersökning av fistel
710207006	Incision of bladder using fluoroscopic guidance (procedure)	incision i urinblåsan under röntgengenomlysning
710203005	Therapeutic contrast enema for reduction of intussusception of colon using fluoroscopic guidance (procedure)	terapeutiskt kontrastlavemang för reposition av invagination av kolon under röntgengenomlysning
710201007	Fluoroscopic angiography of vascular structure of spine with contrast (procedure)	angiografi av kärlstruktur i ryggraden med kontrast
710197007	Ultrasonography of appendix (procedure)	ultraljudsundersökning av appendix
710165007	Ultrasonography of fetal head (procedure)	ultraljudsundersökning av fetalt huvud
710164006	Embolization of abdominal vascular structure using fluoroscopic guidance (procedure)	embolisering av kärlstruktur i buken under röntgengenomlysning
710163000	Fluoroscopic angiography of artery of abdomen and insertion of stent (procedure)	angiografi av artär i buken och inläggning av stent
710162005	Doppler ultrasonography of arteriovenous fistula (procedure)	dopplerultraljudsundersökning av arteriovenös fistel
710161003	Fluoroscopic angiography and atherectomy of artery of lower limb (procedure)	angiografi och aterektomi av artär i nedre extremitet
710133009	Ultrasonography of thoracic outlet (procedure)	ultraljudsundersökning av toraxapertur
710132004	Insertion of catheter into artery using fluoroscopic guidance (procedure)	införande av kateter i artär under röntgengenomlysning
710131006	Embolization of artery of limb using fluoroscopic guidance (procedure)	embolisering av artär i extremitet under röntgengenomlysning
710130007	Fluoroscopic venography of vena cava (procedure)	flebografi av vena cava
710129002	Neurolysis of splanchnic nerve using fluoroscopic guidance (procedure)	neurolys av nervus splanchnicus under röntgengenomlysning
710074006	Fluoroscopic angioplasty of abdominal aorta, iliac artery and femoral artery (procedure)	angioplastik av bukaorta, arteria iliaca och femoralartär
710073000	Computed tomography angiography of head, neck and thorax (procedure)	DT-angiografi av huvud, hals och bröstkorg
709996003	Ultrasonography of pseudoaneurysm (procedure)	ultraljudsundersökning av pseudoaneurysm
709990009	Aspiration of breast using fluoroscopic guidance (procedure)	aspiration från bröst under röntgengenomlysning
709983004	Pleurodesis using fluoroscopic guidance (procedure)	pleurodes under röntgengenomlysning
709982009	Radionuclide scan of joint of hip (procedure)	skintigrafi av höftled
709981002	Coronary artery atherectomy using fluoroscopic guidance (procedure)	aterektomi i koronarartär under röntgengenomlysning
709980001	Procedure on fallopian tube using fluoroscopic guidance (procedure)	åtgärd på äggledare under röntgengenomlysning
709979004	Doppler ultrasonography of artery (procedure)	dopplerultraljudsundersökning av artär
709862009	Angioplasty of arteriovenous fistula using fluoroscopic guidance (procedure)	angioplastik av arteriovenös fistel under röntgengenomlysning
709861002	Angioplasty of abdominal aorta using fluoroscopic guidance (procedure)	angioplastik av bukaorta under röntgengenomlysning
709860001	Angioplasty of superior vena cava using fluoroscopic guidance (procedure)	angioplastik av vena cava superior under röntgengenomlysning
709859006	Radionuclide scan of joint of knee (procedure)	skintigrafi av knäled
709858003	Aspiration of joint using ultrasonographic guidance (procedure)	ultraljudsvägledd aspiration av led
709857008	Repair of aneurysm of aorta using fluoroscopic guidance (procedure)	operation av aortaaneurysm under röntgengenomlysning
709851009	Drainage of lumbar region using fluoroscopic guidance (procedure)	lumbalt dränage under röntgengenomlysning
709845004	Magnetic resonance imaging of limb with contrast (procedure)	magnetresonanstomografi av extremitet med kontrast
709787009	Thoracentesis using computed tomography guidance (procedure)	DT-vägledd torakocentes
709772004	Computed tomography of coccyx with contrast (procedure)	datortomografi av koccyx med kontrast
709768003	Computed tomography angiography of artery of limb (procedure)	DT-angiografi av artär i extremitet
709767008	Computed tomography of vascular structure of pelvis (procedure)	DT-angiografi av bäckenet
709766004	Computed tomography of axilla with contrast (procedure)	datortomografi av axill med kontrast
709700008	Computed tomography of limb with contrast (procedure)	datortomografi av extremitet med kontrast
709699007	Computed tomography of tooth (procedure)	datortomografi av tand
709698004	Computed tomography of lumbar spine and sacroiliac joint with contrast (procedure)	datortomografi av ländryggrad och sakroiliakaled med kontrast
709697009	Computed tomography of ileal conduit (procedure)	datortomografi av ileumkonduktor
709691005	Drainage of limb using ultrasonographic guidance (procedure)	ultraljudsväglett dränage av extremitet
709690006	Drainage of bladder using fluoroscopic guidance (procedure)	blåsdränage under röntgengenomlysning
709689002	Drainage of limb using fluoroscopic guidance (procedure)	dränage av extremitet under röntgengenomlysning
709688005	Drainage of pericardium using fluoroscopic guidance (procedure)	dränage av perikardiet under röntgengenomlysning
709665009	Computed tomography of stomach (procedure)	datortomografi av magsäcken
709664008	Computed tomography of nasal bone (procedure)	datortomografi av näsben
709662007	Embolization of portal vein using fluoroscopic guidance (procedure)	embolisering av portven under röntgengenomlysning
709661000	Aspiration of limb using ultrasonographic guidance (procedure)	ultraljudsvägledd aspiration av extremitet
709660004	Embolization of artery of pelvis using fluoroscopic guidance (procedure)	embolisering av artär i bäckenregionen under röntgengenomlysning
709659009	Drainage of breast using fluoroscopic guidance (procedure)	bröstdränage under röntgengenomlysning
709658001	Aspiration of thyroid using fluoroscopic guidance (procedure)	aspiration från sköldkörteln under röntgengenomlysning
709657006	Fluoroscopy of breast (procedure)	röntgengenomlysning av bröst
709656002	Fluoroscopy of liver (procedure)	röntgengenomlysning av levern
709655003	Aspiration of peritoneum using computed tomography guidance (procedure)	DT-vägledd aspiration från peritoneum
709654004	Aspiration of cyst of kidney using computed tomography guidance (procedure)	DT-vägledd aspiration från njurcysta
709653005	Magnetic resonance imaging of lumbar spine and sacroiliac joint with contrast (procedure)	magnetresonanstomografi av ländryggrad och sakroiliakaled med kontrast
709652000	Magnetic resonance imaging of lumbar spine and pelvis with contrast (procedure)	magnetresonanstomografi av ländryggrad och bäcken med kontrast
709651007	Magnetic resonance imaging of lumbar plexus (procedure)	magnetresonanstomografi av plexus lumbalis
709650008	Localization of lesion of breast using magnetic resonance imaging guidance (procedure)	MR-vägledd lokalisering av bröstlesion
709649008	Doppler ultrasonography of iliac vessel (procedure)	dopplerultraljudsundersökning av iliakalt kärl
709648000	Doppler ultrasonography of iliac artery (procedure)	dopplerultraljudsundersökning av arteria iliaca
709647005	Doppler ultrasonography of ophthalmic artery (procedure)	dopplerultraljudsundersökning av arteria ophthalmica
709646001	Biopsy of lower limb using ultrasonographic guidance (procedure)	ultraljudsvägledd biopsi från nedre extremitet
709645002	Biopsy of upper limb using ultrasonographic guidance (procedure)	ultraljudsvägledd biopsi från övre extremitet
709644003	Biopsy of spleen using ultrasonographic guidance (procedure)	ultraljudsvägledd biopsi från mjälten
709643009	Biopsy of peritoneum using ultrasonographic guidance (procedure)	ultraljudsvägledd biopsi från peritoneum
709642004	Biopsy of retroperitoneum using ultrasonographic guidance (procedure)	ultraljudsvägledd biopsi från retroperitoneum
709641006	Ultrasonography of nasal sinus (procedure)	ultraljudsundersökning av bihåla
709640007	Doppler ultrasonography of renal vein (procedure)	dopplerultraljudsundersökning av njurven
709639005	Doppler ultrasonography of portal vein (procedure)	dopplerultraljudsundersökning av portven
709638002	Doppler ultrasonography of femoral artery (procedure)	dopplerultraljudsundersökning av femoralartär
709637007	Biopsy of lymph node using computed tomography guidance (procedure)	DT-vägledd biopsi från lymfknuta
709636003	Biopsy of spleen using computed tomography guidance (procedure)	DT-vägledd biopsi från mjälten
709635004	Biopsy of neck using computed tomography guidance with contrast (procedure)	DT-vägledd biopsi från halsen med kontrast
709634000	Biopsy of prostate using computed tomography guidance (procedure)	DT-vägledd biopsi från prostata
709633006	Biopsy of peritoneum using computed tomography guidance (procedure)	DT-vägledd biopsi från peritoneum
709632001	Biopsy of ureter using computed tomography guidance (procedure)	DT-vägledd biopsi från uretär
709631008	Biopsy of retroperitoneum using computed tomography guidance (procedure)	DT-vägledd biopsi från retroperitoneum
709630009	Biopsy of adrenal gland using computed tomography guidance (procedure)	DT-vägledd biopsi från binjure
709629004	Biopsy of bone of lower limb using fluoroscopic guidance (procedure)	biopsi från ben i nedre extremitet under röntgengenomlysning
709628007	Biopsy of breast using fluoroscopic guidance (procedure)	biopsi från bröst under röntgengenomlysning
709627002	Biopsy of bone structure of rib using fluoroscopic guidance (procedure)	biopsi från revben under röntgengenomlysning
709626006	Biopsy of thyroid using fluoroscopic guidance (procedure)	biopsi från sköldkörteln under röntgengenomlysning
709625005	Biopsy of stomach using fluoroscopic guidance (procedure)	biopsi från magsäcken under röntgengenomlysning
709624009	Injection of facet joint using computed tomography guidance (procedure)	DT-vägledd injektion i facettled
709623003	Injection of joint using computed tomography guidance (procedure)	DT-vägledd injektion i led
709622008	Injection of sclerosing agent using fluoroscopic guidance (procedure)	injektion av skleroserande medel under röntgengenomlysning
709621001	Injection of thrombin using fluoroscopic guidance (procedure)	injektion av trombin under röntgengenomlysning
709620000	Injection of blood vessel using fluoroscopic guidance (procedure)	injektion i blodkärl under röntgengenomlysning
709619006	Injection of neck using fluoroscopic guidance (procedure)	injektion i halsen under röntgengenomlysning
709618003	Injection of joint using ultrasonographic guidance (procedure)	ultraljudsvägledd injektion i led
709617008	Injection of upper limb using ultrasonographic guidance (procedure)	ultraljudsvägledd injektion i övre extremitet
709616004	Injection of neck using ultrasonographic guidance (procedure)	ultraljudsvägledd injektion i halsen
709615000	Injection of lower limb using ultrasonographic guidance (procedure)	ultraljudsvägledd injektion i nedre extremitet
709595005	Biopsy of spleen using fluoroscopic guidance (procedure)	biopsi från mjälten under röntgengenomlysning
709593003	Aspiration of neck using fluoroscopic guidance (procedure)	aspiration från halsen under röntgengenomlysning
709591001	Drainage of liver using fluoroscopic guidance (procedure)	leverdränage under röntgengenomlysning
709590000	Ultrasonography of perineum (procedure)	ultraljudsundersökning av perineum
709589009	Injection of salivary gland using ultrasonographic guidance (procedure)	ultraljudsvägledd injektion i spottkörtel
709588001	Radiofrequency ablation using fluoroscopic guidance (procedure)	radiofrekvensablation under röntgengenomlysning
709586002	Computed tomography angiography of pelvic artery (procedure)	DT-angiografi av artär i bäckenregionen
