Concept ID	GB/US FSN Term (For reference only)	Translated Term	Language Code	Case significance	Type	Language reference set	Acceptability	Language reference set	Acceptability	Language reference set	Acceptability
840697003	Product containing precisely dabigatran etexilate (as dabigatran etexilate mesilate) 150 milligram/1 each conventional release oral capsule (clinical drug)	dabigatranetexilat (som dabigatranetexilatmesylat) 150 mg, oral kapsel	sv	cI	SYNONYM	Swedish	PREFERRED
860757001	Product containing rimegepant (medicinal product)	läkemedel som innehåller rimegepant	sv	ci	SYNONYM	Swedish	PREFERRED
871799006	Product containing only ozanimod in oral dose form (medicinal product form)	läkemedel som endast innehåller ozanimod, oral läkemedelsform	sv	ci	SYNONYM	Swedish	PREFERRED
866255003	Product containing precisely glucosamine (as glucosamine sulfate potassium chloride) 400 milligram/1 each conventional release oral capsule (clinical drug)	glukosamin (som glukosaminsulfatkaliumklorid) 400 mg, oral kapsel	sv	cI	SYNONYM	Swedish	PREFERRED
870614003	Product containing precisely bempedoic acid 180 milligram and ezetimibe 10 milligram/1 each conventional release oral tablet (clinical drug)	bempedinsyra 180 mg och ezetimib 10 mg, oral tablett	sv	cI	SYNONYM	Swedish	PREFERRED
871812009	Product containing sacituzumab govitecan (medicinal product)	läkemedel som innehåller sacituzumabgovitekan	sv	ci	SYNONYM	Swedish	PREFERRED
871727001	Vaccine product containing only Vaccinia virus antigen (medicinal product)	läkemedel som endast innehåller antigen från vacciniavirus	sv	ci	SYNONYM	Swedish	PREFERRED
871723002	Vaccine product containing only Coxiella burnetii antigen (medicinal product)	läkemedel som endast innehåller antigen från Coxiella burnetii	sv	cI	SYNONYM	Swedish	PREFERRED
870757000	Product containing only selumetinib in oral dose form (medicinal product form)	läkemedel som endast innehåller selumetinib, oral läkemedelsform	sv	ci	SYNONYM	Swedish	PREFERRED
863911006	Vaccine product containing Clostridium tetani antigen (medicinal product)	läkemedel som innehåller antigen från Clostridium tetani	sv	cI	SYNONYM	Swedish	PREFERRED
865946000	Vaccine product containing Haemophilus influenzae type B and Hepatitis B virus antigens (medicinal product)	läkemedel som innehåller antigen från Haemophilus influenzae typ B och hepatit B-antigen	sv	cI	SYNONYM	Swedish	PREFERRED
871816007	Vaccine product containing only Clostridium tetani and Human poliovirus antigens (medicinal product)	läkemedel som endast innehåller antigen från Clostridium tetani och antigen från poliovirus	sv	cI	SYNONYM	Swedish	PREFERRED
871549005	Product containing equine diphtheria antitoxin in parenteral dose form (medicinal product form)	läkemedel som innehåller antitoxin mot difteri utvunnet från häst, parenteral läkemedelsform	sv	ci	SYNONYM	Swedish	PREFERRED
863950005	Vaccine product containing bacteria and virus antigens (medicinal product)	läkemedel som innehåller bakteriellt antigen och virusantigen	sv	ci	SYNONYM	Swedish	PREFERRED
864002003	Product containing precisely lomitapide (as lomitapide mesilate) 10 milligram/1 each conventional release oral capsule (clinical drug)	lomitapid (som lomitapidmesylat) 10 mg, oral kapsel	sv	cI	SYNONYM	Swedish	PREFERRED
840399007	Product containing teprotumumab in parenteral dose form (medicinal product form)	läkemedel som innehåller teprotumumab, parenteral läkemedelsform	sv	ci	SYNONYM	Swedish	PREFERRED
871705005	Product containing precisely pemigatinib 13.5 milligram/1 each conventional release oral tablet (clinical drug)	pemigatinib 13,5 mg, oral tablett	sv	cI	SYNONYM	Swedish	PREFERRED
863985005	Product containing precisely palbociclib 75 milligram/1 each conventional release oral capsule (clinical drug)	palbociklib 75 mg, oral kapsel	sv	cI	SYNONYM	Swedish	PREFERRED
871706006	Product containing only pemigatinib in oral dose form (medicinal product form)	läkemedel som endast innehåller pemigatinib, oral läkemedelsform	sv	ci	SYNONYM	Swedish	PREFERRED
864004002	Product containing only lomitapide (medicinal product)	läkemedel som endast innehåller lomitapid	sv	ci	SYNONYM	Swedish	PREFERRED
870615002	Product containing bempedoic acid and ezetimibe (medicinal product)	läkemedel som innehåller bempedinsyra och ezetimib	sv	ci	SYNONYM	Swedish	PREFERRED
871790005	Product containing only eptinezumab in parenteral dose form (medicinal product form)	läkemedel som endast innehåller eptinezumab, parenteral läkemedelsform	sv	ci	SYNONYM	Swedish	PREFERRED
871711008	Product containing precisely tucatinib 150 milligram/1 each conventional release oral tablet (clinical drug)	tukatinib 150 mg, oral tablett	sv	cI	SYNONYM	Swedish	PREFERRED
870495009	Product containing minocycline in oromucosal dose form (medicinal product form)	läkemedel som innehåller minocyklin, läkemedelsform för munhåla	sv	ci	SYNONYM	Swedish	PREFERRED
871732000	Vaccine product containing only Rubella virus antigen (medicinal product)	läkemedel som endast innehåller antigen från rubellavirus	sv	ci	SYNONYM	Swedish	PREFERRED
836402002	Vaccine product containing live attenuated Mycobacterium bovis antigen (medicinal product)	läkemedel som innehåller antigen från Bacillus Calmette-Guerin	sv	cI	SYNONYM	Swedish	PREFERRED
871742003	Vaccine product containing only Clostridium tetani antigen (medicinal product)	läkemedel som endast innehåller antigen från Clostridium tetani	sv	cI	SYNONYM	Swedish	PREFERRED
836499004	Vaccine product containing Measles morbillivirus and Mumps orthorubulavirus antigens (medicinal product)	läkemedel som innehåller antigen från mässlingvirus och antigen från påssjukevirus	sv	ci	SYNONYM	Swedish	PREFERRED
871839001	Vaccine product containing only Bordetella pertussis and Clostridium tetani and Corynebacterium diphtheriae and Haemophilus influenzae type B antigens (medicinal product)	läkemedel som endast innehåller antigen från Bordetella pertussis, antigen från Clostridium tetani, antigen från Corynebacterium diphtheriae och antigen från Haemophilus influenzae typ B	sv	cI	SYNONYM	Swedish	PREFERRED
871531005	Medicinal product acting as passive immunity stimulant (product)	läkemedel med översättning saknas: 871530006 | Passive immunity stimulant therapeutic role (role) |	sv	ci	SYNONYM	Swedish	PREFERRED
836507006	Vaccine product containing Bordetella pertussis and Clostridium tetani and Corynebacterium diphtheriae and Haemophilus influenzae type B antigens (medicinal product)	läkemedel som innehåller antigen från Bordetella pertussis, antigen från Clostridium tetani, antigen från Corynebacterium diphtheriae och antigen från Haemophilus influenzae typ B	sv	cI	SYNONYM	Swedish	PREFERRED
836390004	Vaccine product containing Salmonella enterica subspecies enterica serovar Typhi antigen (medicinal product)	läkemedel som innehåller antigen från Salmonella enterica, underart enterica serovar typhi	sv	cI	SYNONYM	Swedish	PREFERRED
871803007	Vaccine product containing only Hepatitis A and Hepatitis B virus antigens (medicinal product)	läkemedel som endast innehåller antigen från hepatit A-virus och hepatit B-antigen	sv	cI	SYNONYM	Swedish	PREFERRED
871813004	Product containing only sacituzumab govitecan (medicinal product)	läkemedel som endast innehåller sacituzumabgovitekan	sv	ci	SYNONYM	Swedish	PREFERRED
871871008	Vaccine product containing only Neisseria meningitidis serogroup A and C antigens (medicinal product)	läkemedel som endast innehåller antigen från Neisseria meningitidis grupp A och antigen från Neisseria meningitidis grupp C	sv	cI	SYNONYM	Swedish	PREFERRED
870616001	Product containing only bempedoic acid and ezetimibe (medicinal product)	läkemedel som endast innehåller bempedinsyra och ezetimib	sv	ci	SYNONYM	Swedish	PREFERRED
871724008	Vaccine product containing only Japanese encephalitis virus antigen (medicinal product)	läkemedel som endast innehåller antigen från japanskt encefalitvirus	sv	ci	SYNONYM	Swedish	PREFERRED
870754007	Product containing only selumetinib (medicinal product)	läkemedel som endast innehåller selumetinib	sv	ci	SYNONYM	Swedish	PREFERRED
840564009	Vaccine product containing Leptospira antigen (medicinal product)	läkemedel som innehåller Leptospiraantigen	sv	cI	SYNONYM	Swedish	PREFERRED
836393002	Vaccine product containing Rabies lyssavirus antigen (medicinal product)	läkemedel som innehåller antigen från rabiesvirus	sv	ci	SYNONYM	Swedish	PREFERRED
870497001	Product containing naloxone in oromucosal dose form (medicinal product form)	läkemedel som innehåller naloxon, läkemedelsform för munhåla	sv	ci	SYNONYM	Swedish	PREFERRED
871772009	Vaccine product containing only Influenza A virus subtype H1N1 antigen (medicinal product)	läkemedel som endast innehåller antigen från influensavirus A, subtyp H1N1	sv	cI	SYNONYM	Swedish	PREFERRED
836389008	Vaccine product containing Vaccinia virus antigen (medicinal product)	läkemedel som innehåller antigen från vacciniavirus	sv	ci	SYNONYM	Swedish	PREFERRED
840654008	Product containing precisely pirfenidone 801 milligram/1 each conventional release oral tablet (clinical drug)	pirfenidon översättning saknas: 840653002 | 801 (qualifier value) | mg, oral tablett	sv	cI	SYNONYM	Swedish	PREFERRED
870759002	Product containing precisely selumetinib 10 milligram/1 each conventional release oral capsule (clinical drug)	selumetinib 10 mg, oral kapsel	sv	cI	SYNONYM	Swedish	PREFERRED
836382004	Vaccine product containing Measles morbillivirus antigen (medicinal product)	läkemedel som innehåller antigen från mässlingvirus	sv	ci	SYNONYM	Swedish	PREFERRED
840563003	Vaccine product containing Dengue virus antigen (medicinal product)	läkemedel som innehåller antigen från denguevirus	sv	ci	SYNONYM	Swedish	PREFERRED
865907002	Vaccine product containing Clostridium tetani and Human poliovirus antigens (medicinal product)	läkemedel som innehåller antigen från Clostridium tetani och antigen från poliovirus	sv	cI	SYNONYM	Swedish	PREFERRED
838490009	Product containing ubrogepant in oral dose form (medicinal product form)	läkemedel som innehåller ubrogepant, oral läkemedelsform	sv	ci	SYNONYM	Swedish	PREFERRED
860722004	Vaccine product containing Junin virus antigen (medicinal product)	läkemedel som innehåller antigen från juninvirus	sv	ci	SYNONYM	Swedish	PREFERRED
838486007	Product containing enfortumab vedotin in parenteral dose form (medicinal product form)	läkemedel som innehåller enfortumab vedotin, parenteral läkemedelsform	sv	ci	SYNONYM	Swedish	PREFERRED
840519007	Product containing aldehyde dehydrogenase inhibitor (product)	läkemedel som innehåller aldehyddehydrogenashämmare	sv	ci	SYNONYM	Swedish	PREFERRED
863944000	Product containing precisely osilodrostat (as osilodrostat phosphate) 5 milligram/1 each conventional release oral tablet (clinical drug)	osilodrostat (som osilodrostatfosfat) 5 mg, oral tablett	sv	cI	SYNONYM	Swedish	PREFERRED
860697007	Product containing only meloxicam in parenteral dose form (medicinal product form)	läkemedel som endast innehåller meloxicam, parenteral läkemedelsform	sv	ci	SYNONYM	Swedish	PREFERRED
838475005	Product containing only lumateperone (medicinal product)	läkemedel som endast innehåller lumateperon	sv	ci	SYNONYM	Swedish	PREFERRED
846649008	Product containing bromhexine in oral dose form (medicinal product form)	läkemedel som innehåller bromhexin, oral läkemedelsform	sv	ci	SYNONYM	Swedish	PREFERRED
871709004	Product containing pemigatinib (medicinal product)	läkemedel som innehåller pemigatinib	sv	ci	SYNONYM	Swedish	PREFERRED
871710009	Product containing precisely tucatinib 50 milligram/1 each conventional release oral tablet (clinical drug)	tukatinib 50 mg, oral tablett	sv	cI	SYNONYM	Swedish	PREFERRED
840559005	Product containing cetirizine in parenteral dose form (medicinal product form)	läkemedel som innehåller cetirizin, parenteral läkemedelsform	sv	ci	SYNONYM	Swedish	PREFERRED
866031001	Product containing only rabies human immune globulin in parenteral dose form (medicinal product form)	läkemedel som endast innehåller humant immunglobulin mot rabies, parenteral läkemedelsform	sv	ci	SYNONYM	Swedish	PREFERRED
840549009	Vaccine product containing Yersinia pestis antigen (medicinal product)	läkemedel som innehåller antigen från Yersinia pesti	sv	cI	SYNONYM	Swedish	PREFERRED
870522000	Product containing precisely remdesivir 100 milligram/1 vial powder for conventional release solution for injection (clinical drug)	remdesivir 100 mg/injektionsflaska, pulver till injektionsvätska	sv	cI	SYNONYM	Swedish	PREFERRED
830064001	Product containing only amoxicillin and omeprazole and rifabutin (medicinal product)	läkemedel som endast innehåller amoxicillin, omeprazol och rifabutin	sv	ci	SYNONYM	Swedish	PREFERRED
870613009	Product containing precisely bempedoic acid 180 milligram/1 each conventional release oral tablet (clinical drug)	bempedinsyra 180 mg, oral tablett	sv	cI	SYNONYM	Swedish	PREFERRED
830066004	Product containing only amoxicillin and omeprazole and rifabutin in oral dose form (medicinal product form)	läkemedel som endast innehåller amoxicillin, omeprazol och rifabutin, oral läkemedelsform	sv	ci	SYNONYM	Swedish	PREFERRED
830101009	Product containing cefiderocol (medicinal product)	läkemedel som innehåller cefiderokol	sv	ci	SYNONYM	Swedish	PREFERRED
863983003	Product containing precisely midostaurin 25 milligram/1 each conventional release oral capsule (clinical drug)	midostaurin 25 mg, oral kapsel	sv	cI	SYNONYM	Swedish	PREFERRED
864001005	Product containing precisely lomitapide (as lomitapide mesilate) 5 milligram/1 each conventional release oral capsule (clinical drug)	lomitapid (som lomitapidmesylat) 5 mg, oral kapsel	sv	cI	SYNONYM	Swedish	PREFERRED
860770005	Product containing only isatuximab (medicinal product)	läkemedel som endast innehåller isatuximab	sv	ci	SYNONYM	Swedish	PREFERRED
863940009	Product containing osilodrostat in oral dose form (medicinal product form)	läkemedel som innehåller osilodrostat, oral läkemedelsform	sv	ci	SYNONYM	Swedish	PREFERRED
864007009	Product containing only lomitapide in oral dose form (medicinal product form)	läkemedel som endast innehåller lomitapid, oral läkemedelsform	sv	ci	SYNONYM	Swedish	PREFERRED
840658006	Product containing pirfenidone in oral dose form (medicinal product form)	läkemedel som innehåller pirfenidon, oral läkemedelsform	sv	ci	SYNONYM	Swedish	PREFERRED
863989004	Product containing precisely panobinostat (as panobinostat lactate) 15 milligram/1 each conventional release oral capsule (clinical drug)	panobinostat (som panobistatlaktat) 15 mg, oral kapsel	sv	cI	SYNONYM	Swedish	PREFERRED
836384003	Vaccine product containing Bacillus anthracis antigen (medicinal product)	läkemedel som innehåller antigen från Bacillus anthracis	sv	cI	SYNONYM	Swedish	PREFERRED
868269009	Product containing precisely colecalciferol 25 microgram/1 each conventional release oral capsule (clinical drug)	kolekalciferol 25 mikrog, oral kapsel	sv	cI	SYNONYM	Swedish	PREFERRED
836506002	Vaccine product containing Clostridium tetani and Corynebacterium diphtheriae and Haemophilus influenzae type B antigens (medicinal product)	läkemedel som innehåller antigen från Clostridium tetani, antigen från Corynebacterium diphtheriae och antigen från Haemophilus influenzae typ B	sv	cI	SYNONYM	Swedish	PREFERRED
836374004	Vaccine product containing Hepatitis B virus antigen (medicinal product)	läkemedel som innehåller hepatit B-antigen	sv	cI	SYNONYM	Swedish	PREFERRED
840662000	Product containing precisely lenalidomide 25 milligram/1 each conventional release oral capsule (clinical drug)	lenalidomid 25 mg, oral kapsel	sv	cI	SYNONYM	Swedish	PREFERRED
836494009	Vaccine product containing Measles morbillivirus and Mumps orthorubulavirus and Rubella virus antigens (medicinal product)	läkemedel som innehåller antigen från mässlingvirus, antigen från påssjukevirus och antigen från rubellavirus	sv	ci	SYNONYM	Swedish	PREFERRED
830246001	Product containing cenobamate in oral dose form (medicinal product form)	läkemedel som innehåller cenobamat, oral läkemedelsform	sv	ci	SYNONYM	Swedish	PREFERRED
838483004	Product containing only golodirsen (medicinal product)	läkemedel som endast innehåller golodirsen	sv	ci	SYNONYM	Swedish	PREFERRED
833306009	Product containing voxelotor in oral dose form (medicinal product form)	läkemedel som innehåller voxelotor, oral läkemedelsform	sv	ci	SYNONYM	Swedish	PREFERRED
830215000	Product containing only luspatercept in parenteral dose form (medicinal product form)	läkemedel som endast innehåller luspatercept, parenteral läkemedelsform	sv	ci	SYNONYM	Swedish	PREFERRED
836500008	Vaccine product containing only Haemophilus influenzae type B and Neisseria meningitidis serogroup C antigens (medicinal product)	läkemedel som endast innehåller antigen från Haemophilus influenzae typ B och antigen från Neisseria meningitidis grupp C	sv	cI	SYNONYM	Swedish	PREFERRED
836498007	Vaccine product containing Mumps orthorubulavirus antigen (medicinal product)	läkemedel som innehåller antigen från påssjukevirus	sv	ci	SYNONYM	Swedish	PREFERRED
860955004	Product containing precisely lasmiditan 50 milligram/1 each conventional release oral tablet (clinical drug)	lasmiditan 50 mg, oral tablett	sv	cI	SYNONYM	Swedish	PREFERRED
860758006	Product containing only rimegepant (medicinal product)	läkemedel som endast innehåller rimegepant	sv	ci	SYNONYM	Swedish	PREFERRED
863943006	Product containing precisely osilodrostat (as osilodrostat phosphate) 1 milligram/1 each conventional release oral tablet (clinical drug)	osilodrostat (som osilodrostatfosfat) 1 mg, oral tablett	sv	cI	SYNONYM	Swedish	PREFERRED
866027007	Product containing isavuconazonium in parenteral dose form (medicinal product form)	läkemedel som innehåller isavukonazonium, parenteral läkemedelsform	sv	ci	SYNONYM	Swedish	PREFERRED
830202009	Product containing crizanlizumab in parenteral dose form (medicinal product form)	läkemedel som innehåller krizanlizumab, parenteral läkemedelsform	sv	ci	SYNONYM	Swedish	PREFERRED
870494008	Product containing midazolam in oromucosal dose form (medicinal product form)	läkemedel som innehåller midazolam, läkemedelsform för munhåla	sv	ci	SYNONYM	Swedish	PREFERRED
830204005	Product containing only crizanlizumab in parenteral dose form (medicinal product form)	läkemedel som endast innehåller krizanlizumab, parenteral läkemedelsform	sv	ci	SYNONYM	Swedish	PREFERRED
866029005	Product containing eliglustat in oral dose form (medicinal product form)	läkemedel som innehåller eliglustat, oral läkemedelsform	sv	ci	SYNONYM	Swedish	PREFERRED
836398006	Vaccine product containing Streptococcus pneumoniae antigen (medicinal product)	läkemedel som innehåller antigen från Streptococcus pneumoniae	sv	cI	SYNONYM	Swedish	PREFERRED
830109006	Product containing mannitol in pulmonary dose form (medicinal product form)	läkemedel som innehåller mannitol, pulmonell läkemedelsform	sv	ci	SYNONYM	Swedish	PREFERRED
846650008	Product containing only bromhexine in oral dose form (medicinal product form)	läkemedel som endast innehåller bromhexin, oral läkemedelsform	sv	ci	SYNONYM	Swedish	PREFERRED
838479004	Product containing only trastuzumab deruxtecan (medicinal product)	läkemedel som endast innehåller trastuzumab deruxtekan	sv	ci	SYNONYM	Swedish	PREFERRED
863996002	Product containing precisely ixazomib (as ixazomib citrate) 4 milligram/1 each conventional release oral capsule (clinical drug)	ixazomib (som ixazomibcitrat) 4 mg, oral kapsel	sv	cI	SYNONYM	Swedish	PREFERRED
836504004	Vaccine product containing Clostridium tetani and Haemophilus influenzae type B antigens (medicinal product)	läkemedel som innehåller antigen från Clostridium tetani och antigen från Haemophilus influenzae typ B	sv	cI	SYNONYM	Swedish	PREFERRED
860696003	Product containing meloxicam in parenteral dose form (medicinal product form)	läkemedel som innehåller meloxicam, parenteral läkemedelsform	sv	ci	SYNONYM	Swedish	PREFERRED
830111002	Product containing mesna in pulmonary dose form (medicinal product form)	läkemedel som innehåller mesna, pulmonell läkemedelsform	sv	ci	SYNONYM	Swedish	PREFERRED
840408007	Product containing only tazemetostat (medicinal product)	läkemedel som endast innehåller tazemetostat	sv	ci	SYNONYM	Swedish	PREFERRED
838473003	Product containing only avapritinib in oral dose form (medicinal product form)	läkemedel som endast innehåller avapritinib, oral läkemedelsform	sv	ci	SYNONYM	Swedish	PREFERRED
836460007	Product containing fluorodopa (18-F) (medicinal product)	läkemedel som innehåller fluorodopa (^18^F)	sv	cI	SYNONYM	Swedish	PREFERRED
840612005	Product containing only autologous cultured chondrocyte (medicinal product)	läkemedel som endast innehåller autolog odlad kondrocyt	sv	ci	SYNONYM	Swedish	PREFERRED
830103007	Product containing zanubrutinib (medicinal product)	läkemedel som innehåller zanubrutinib	sv	ci	SYNONYM	Swedish	PREFERRED
868271009	Product containing precisely colecalciferol 625 microgram/1 each conventional release oral capsule (clinical drug)	kolekalciferol 625 mikrog, oral kapsel	sv	cI	SYNONYM	Swedish	PREFERRED
864003008	Product containing lomitapide (medicinal product)	läkemedel som innehåller lomitapid	sv	ci	SYNONYM	Swedish	PREFERRED
836401009	Vaccine product containing Neisseria meningitidis antigen (medicinal product)	läkemedel som innehåller antigen från Neisseria meningitidis	sv	cI	SYNONYM	Swedish	PREFERRED
830210005	Product containing only zanubrutinib in oral dose form (medicinal product form)	läkemedel som endast innehåller zanubrutinib, oral läkemedelsform	sv	ci	SYNONYM	Swedish	PREFERRED
860772002	Product containing only isatuximab in parenteral dose form (medicinal product form)	läkemedel som endast innehåller isatuximab, parenteral läkemedelsform	sv	ci	SYNONYM	Swedish	PREFERRED
863938004	Product containing osilodrostat (medicinal product)	läkemedel som innehåller osilodrostat	sv	ci	SYNONYM	Swedish	PREFERRED
830206007	Product containing cefiderocol in parenteral dose form (medicinal product form)	läkemedel som innehåller cefiderokol, parenteral läkemedelsform	sv	ci	SYNONYM	Swedish	PREFERRED
830242004	Product containing givosiran in parenteral dose form (medicinal product form)	läkemedel som innehåller givosiran, parenteral läkemedelsform	sv	ci	SYNONYM	Swedish	PREFERRED
863984009	Product containing precisely palbociclib 125 milligram/1 each conventional release oral capsule (clinical drug)	palbociklib 125 mg, oral kapsel	sv	cI	SYNONYM	Swedish	PREFERRED
840400000	Product containing only teprotumumab in parenteral dose form (medicinal product form)	läkemedel som endast innehåller teprotumumab, parenteral läkemedelsform	sv	ci	SYNONYM	Swedish	PREFERRED
836378001	Vaccine product containing Japanese encephalitis virus antigen (medicinal product)	läkemedel som innehåller antigen från japanskt encefalitvirus	sv	ci	SYNONYM	Swedish	PREFERRED
838485006	Product containing only golodirsen in parenteral dose form (medicinal product form)	läkemedel som endast innehåller golodirsen, parenteral läkemedelsform	sv	ci	SYNONYM	Swedish	PREFERRED
836491001	Product containing only mycophenolic acid in parenteral dose form (medicinal product form)	läkemedel som endast innehåller mykofenolsyra, parenteral läkemedelsform	sv	ci	SYNONYM	Swedish	PREFERRED
860731004	Product containing only amisulpride in parenteral dose form (medicinal product form)	läkemedel som endast innehåller amisulprid, parenteral läkemedelsform	sv	ci	SYNONYM	Swedish	PREFERRED
863982008	Product containing precisely minoxidil 50 milligram/1 milliliter conventional release cutaneous solution (clinical drug)	minoxidil 50 mg/ml, kutan lösning	sv	cI	SYNONYM	Swedish	PREFERRED
840558002	Product containing only cetirizine in parenteral dose form (medicinal product form)	läkemedel som endast innehåller cetirizin, parenteral läkemedelsform	sv	ci	SYNONYM	Swedish	PREFERRED
789263005	Product containing precisely albumin human 250 milligram/1 milliliter conventional release solution for infusion (clinical drug)	humant albumin 250 mg/ml, infusionsvätska, lösning	sv	cI	SYNONYM	Swedish	PREFERRED
864009007	Product containing only silver sulfadiazine in cutaneous dose form (medicinal product form)	läkemedel som endast innehåller silversulfadiazin, kutan läkemedelsform	sv	ci	SYNONYM	Swedish	PREFERRED
830244003	Product containing cenobamate (medicinal product)	läkemedel som innehåller cenobamat	sv	ci	SYNONYM	Swedish	PREFERRED
840398004	Product containing only teprotumumab (medicinal product)	läkemedel som endast innehåller teprotumumab	sv	ci	SYNONYM	Swedish	PREFERRED
836489009	Product containing mycophenolic acid in parenteral dose form (medicinal product form)	läkemedel som innehåller mykofenolsyra, parenteral läkemedelsform	sv	ci	SYNONYM	Swedish	PREFERRED
840669009	Product containing precisely lenvatinib (as lenvatinib mesilate) 10 milligram/1 each conventional release oral capsule (clinical drug)	lenvatinib (som lenvatinibmesylat) 10 mg, oral kapsel	sv	cI	SYNONYM	Swedish	PREFERRED
836387005	Vaccine product containing Rotavirus antigen (medicinal product)	läkemedel som innehåller antigen från rotavirus	sv	ci	SYNONYM	Swedish	PREFERRED
863999009	Product containing precisely ixazomib (as ixazomib citrate) 2.3 milligram/1 each conventional release oral capsule (clinical drug)	ixazomib (som ixazomibcitrat) översättning saknas: 863998001 | 2.3 (qualifier value) | mg, oral kapsel	sv	cI	SYNONYM	Swedish	PREFERRED
870407007	Medicinal product acting as vasopressor (product)	läkemedel med översättning saknas: 870408002 | Vasopressor therapeutic role (role) |	sv	ci	SYNONYM	Swedish	PREFERRED
838491008	Product containing only ubrogepant in oral dose form (medicinal product form)	läkemedel som endast innehåller ubrogepant, oral läkemedelsform	sv	ci	SYNONYM	Swedish	PREFERRED
840616008	Product containing autologous cultured chondrocyte in parenteral dose form (medicinal product form)	läkemedel som innehåller autolog odlad kondrocyt, parenteral läkemedelsform	sv	ci	SYNONYM	Swedish	PREFERRED
840411008	Product containing only tazemetostat in oral dose form (medicinal product form)	läkemedel som endast innehåller tazemetostat, oral läkemedelsform	sv	ci	SYNONYM	Swedish	PREFERRED
838471001	Product containing only avapritinib (medicinal product)	läkemedel som endast innehåller avapritinib	sv	ci	SYNONYM	Swedish	PREFERRED
860925006	Product containing amphenicol (product)	läkemedel som innehåller amfenikol	sv	ci	SYNONYM	Swedish	PREFERRED
871715004	Product containing tucatinib (medicinal product)	läkemedel som innehåller tukatinib	sv	ci	SYNONYM	Swedish	PREFERRED
840667006	Product containing erdosteine in oral dose form (medicinal product form)	läkemedel som innehåller erdostein, oral läkemedelsform	sv	ci	SYNONYM	Swedish	PREFERRED
836368004	Vaccine product containing bacteria antigen (medicinal product)	läkemedel som innehåller bakteriellt antigen	sv	ci	SYNONYM	Swedish	PREFERRED
830208008	Product containing only zanubrutinib (medicinal product)	läkemedel som endast innehåller zanubrutinib	sv	ci	SYNONYM	Swedish	PREFERRED
836375003	Vaccine product containing Hepatitis A virus antigen (medicinal product)	läkemedel som innehåller antigen från hepatit A-virus	sv	cI	SYNONYM	Swedish	PREFERRED
836508001	Vaccine product containing Bordetella pertussis and Clostridium tetani and Corynebacterium diphtheriae and Human poliovirus antigens (medicinal product)	läkemedel som innehåller antigen från Bordetella pertussis, antigen från Clostridium tetani, antigen från Corynebacterium diphtheriae och antigen från poliovirus	sv	cI	SYNONYM	Swedish	PREFERRED
836495005	Vaccine product containing Human alphaherpesvirus 3 antigen (medicinal product)	läkemedel som innehåller antigen från varicella zoster-virus	sv	ci	SYNONYM	Swedish	PREFERRED
871720004	Vaccine product containing only Dengue virus antigen (medicinal product)	läkemedel som endast innehåller antigen från denguevirus	sv	ci	SYNONYM	Swedish	PREFERRED
860818003	Vaccine product containing only Bacillus anthracis antigen (medicinal product)	läkemedel som endast innehåller antigen från Bacillus anthracis	sv	cI	SYNONYM	Swedish	PREFERRED
838280004	Vaccine product containing Human alphaherpesvirus 3 and Measles morbillivirus and Mumps orthorubulavirus and Rubella virus antigens (medicinal product)	läkemedel som innehåller antigen från mässlingvirus, antigen från påssjukevirus, antigen från rubellavirus och antigen från varicella zoster-virus	sv	ci	SYNONYM	Swedish	PREFERRED
838487003	Product containing only enfortumab vedotin in parenteral dose form (medicinal product form)	läkemedel som endast innehåller enfortumab vedotin, parenteral läkemedelsform	sv	ci	SYNONYM	Swedish	PREFERRED
836380007	Vaccine product containing Haemophilus influenzae type B antigen (medicinal product)	läkemedel som innehåller antigen från Haemophilus influenzae typ B	sv	cI	SYNONYM	Swedish	PREFERRED
870492007	Product containing hemoglobin S polymerization inhibitor (product)	läkemedel som innehåller hämmare av hemoglobin S-polymerisering	sv	cI	SYNONYM	Swedish	PREFERRED
840660008	Product containing precisely lenalidomide 20 milligram/1 each conventional release oral capsule (clinical drug)	lenalidomid 20 mg, oral kapsel	sv	cI	SYNONYM	Swedish	PREFERRED
838477002	Product containing lumateperone in oral dose form (medicinal product form)	läkemedel som innehåller lumateperon, oral läkemedelsform	sv	ci	SYNONYM	Swedish	PREFERRED
864012005	Product containing precisely cabozantinib (as cabozantinib s-malate) 20 milligram/1 each conventional release oral capsule (clinical drug)	kabozantinib (som kabozantinib S-malat) 20 mg, oral kapsel	sv	cI	SYNONYM	Swedish	PREFERRED
836403007	Vaccine product containing Tick-borne encephalitis virus antigen (medicinal product)	läkemedel som innehåller antigen från fästingburet encefalitvirus	sv	ci	SYNONYM	Swedish	PREFERRED
830213007	Product containing only luspatercept (medicinal product)	läkemedel som endast innehåller luspatercept	sv	ci	SYNONYM	Swedish	PREFERRED
838495004	Product containing only lemborexant in oral dose form (medicinal product form)	läkemedel som endast innehåller lemborexant, oral läkemedelsform	sv	ci	SYNONYM	Swedish	PREFERRED
840656005	Product containing precisely stiripentol 500 milligram/1 each conventional release oral capsule (clinical drug)	stiripentol 500 mg, oral kapsel	sv	cI	SYNONYM	Swedish	PREFERRED
838489000	Product containing only ubrogepant (medicinal product)	läkemedel som endast innehåller ubrogepant	sv	ci	SYNONYM	Swedish	PREFERRED
